08:01:00 13.625 10.1 2.0
08:02:00 14.025 10.3 2.3
08:05:00 14.525 10.7 2.3
08:06:00 15.025 10.9 2.8
08:06:19 15.150 11.0 2.8
08:06:42 15.275 11.1 2.8
08:07:00 15.325 11.1 2.9
08:08:00 15.525 11.1 3.3
08:09:00 15.775 11.3 3.3
